id,language,task,domain,difficulty,prompt,reference_answer,source
sum_bn_08,Bangla,Summarization,Medicine,Easy,"নিচের অনুচ্ছেদটির সারসংক্ষেপ লিখুন:
পেনিসিলিন আবিষ্কার চিকিৎসা বিজ্ঞানের ইতিহাসের সবচেয়ে গুরুত্বপূর্ণ ঘটনাগুলোর একটি, যা ১৯২৮ সালে স্কটিশ বিজ্ঞানী আলেকজান্ডার ফ্লেমিং আবিষ্কার করেছিলেন। এটি ছিল বিশ্বের প্রথম কার্যকরী অ্যান্টিবায়োটিক, যা ব্যাকটেরিয়া ঘটিত বিভিন্ন মারাত্মক রোগ নিরাময়ে বিপ্লব ঘটিয়েছিল। পেনিসিলিন আবিষ্কারের ফলেই কোটি কোটি মানুষের জীবন রক্ষা পেয়েছে এবং আধুনিক ঔষধ শিল্পের বিকাশ ঘটেছে।",১৯২৮ সালে আলেকজান্ডার ফ্লেমিং কর্তৃক বিশ্বের প্রথম অ্যান্টিবায়োটিক পেনিসিলিন আবিষ্কার চিকিৎসা শাস্ত্রে বৈপ্লবিক পরিবর্তন এনেছিল।,synthetic
sum_bn_09,Bangla,Summarization,Health/Culture,Medium,"নিচের অনুচ্ছেদটির সারসংক্ষেপ লিখুন:
যোগব্যায়াম বা ইয়োগা হলো প্রাচীন ভারতে উদ্ভূত একটি শারীরিক, মানসিক এবং আধ্যাত্মিক অনুশীলন ব্যবস্থা। এটি কেবল কিছু শারীরিক ভঙ্গি নয়, বরং এটি শ্বাস-প্রশ্বাসের নিয়ন্ত্রণ এবং ধ্যানের মাধ্যমে মনকে শান্ত ও একাগ্র করতে সাহায্য করে। আধুনিক ব্যস্ত জীবনে মানসিক চাপ কমাতে, শারীরিক নমনীয়তা বাড়াতে এবং সার্বিক সুস্থতা বজায় রাখতে যোগব্যায়াম বিশ্বজুড়ে অত্যন্ত জনপ্রিয় হয়ে উঠেছে।",যোগব্যায়াম হলো প্রাচীন ভারতীয় শারীরিক ও মানসিক অনুশীলন যা ধ্যান ও নিয়ন্ত্রিত শ্বাস-প্রশ্বাসের মাধ্যমে শরীর ও মনকে সুস্থ রাখে।,synthetic
sum_bn_10,Bangla,Summarization,Technology,Easy,"নিচের অনুচ্ছেদটির সারসংক্ষেপ লিখুন:
ব্লকচেইন হলো একটি বিকেন্দ্রীভূত এবং বিতরণকৃত ডিজিটাল লেজার প্রযুক্তি, যা অত্যন্ত নিরাপদ উপায়ে ডিজিটাল লেনদেনের রেকর্ড সংরক্ষণ করতে পারে। এতে সংরক্ষিত তথ্য হ্যাকারদের পক্ষে পরিবর্তন বা মুছে ফেলা প্রায় অসম্ভব, কারণ প্রতিটি ব্লকের ডেটা নেটওয়ার্কের সমস্ত কম্পিউটারে সিঙ্ক করা থাকে। ক্রিপ্টোকারেন্সির লেনদেনের নিরাপত্তা নিশ্চিতে এই প্রযুক্তির ভূমিকা অপরিসীম।",ব্লকচেইন হলো একটি অত্যন্ত নিরাপদ ও বিকেন্দ্রীভূত ডিজিটাল লেজার প্রযুক্তি যা ক্রিপ্টোকারেন্সি এবং অন্যান্য লেনদেন সুরক্ষায় ব্যবহৃত হয়।,synthetic
sum_bn_11,Bangla,Summarization,Environment,Easy,"নিচের অনুচ্ছেদটির সারসংক্ষেপ লিখুন:
বায়ু বিদ্যুৎ হলো একটি পরিবেশবান্ধব এবং নবায়নযোগ্য শক্তির উৎস, যেখানে বাতাসের গতিকে কাজে লাগিয়ে উইন্ড টারবাইনের মাধ্যমে বিদ্যুৎ উৎপাদন করা হয়। কয়লা বা গ্যাসের মতো জীবাশ্ম জ্বালানির তুলনায় বায়ু বিদ্যুৎ উৎপাদনে কোনো ক্ষতিকর গ্রিনহাউস গ্যাস নির্গত হয় না। পরিবেশের ক্ষতি না করে টেকসই উপায়ে দীর্ঘমেয়াদে শক্তির চাহিদা পূরণে এই প্রযুক্তি অত্যন্ত কার্যকর।",বায়ু বিদ্যুৎ একটি পরিবেশবান্ধব এবং নবায়নযোগ্য জ্বালানি উৎস যা উইন্ড টারবাইন ব্যবহার করে বাতাসের গতি থেকে বিদ্যুৎ তৈরি করে।,synthetic
sum_bn_12,Bangla,Summarization,Economy,Easy,"নিচের অনুচ্ছেদটির সারসংক্ষেপ লিখুন:
ক্ষুদ্র অর্থনীতি বা মাইক্রোইকোনমিক্স হলো অর্থনীতির এমন একটি শাখা যা একক ভোক্তা, পরিবার বা ব্যবসায়িক প্রতিষ্ঠানের অর্থনৈতিক আচরণ এবং সিদ্ধান্ত গ্রহণ প্রক্রিয়া আলোচনা করে। এটি বিশ্লেষণ করে কীভাবে বাজারের চাহিদা ও জোগানের পারস্পরিক ক্রিয়ার মাধ্যমে কোনো পণ্য বা সেবার মূল্য নির্ধারিত হয়। সম্পদের সীমিত বণ্টনে মানুষের আচরণ বোঝার জন্য এটি একটি গুরুত্বপূর্ণ ক্ষেত্র।",ক্ষুদ্র অর্থনীতি ব্যক্তি বা প্রতিষ্ঠানের অর্থনৈতিক আচরণ এবং কীভাবে তা বাজারের মূল্য ও সম্পদের বণ্টন নির্ধারণ করে তা আলোচনা করে।,synthetic
sum_bn_13,Bangla,Summarization,Biology,Easy,"নিচের অনুচ্ছেদটির সারসংক্ষেপ লিখুন:
ডিএনএ বা ডিঅক্সিরাইবোনিউক্লিক অ্যাসিড হলো জীবদেহের বংশগতির প্রধান আণবিক ভিত্তি যা প্রতিটি জীবের বৃদ্ধি, বিকাশ ও বংশবৃদ্ধির ব্লুপ্রিন্ট ধারণ করে। ১৯৫৩ সালে জেমস ওয়াটসন এবং ফ্রান্সিস ক্রিক ডিএনএ-র দ্বি-সূত্রক বা ডাবল-হেলিক্স গঠন আবিষ্কার করেন। এই আবিষ্কারের ফলে জিনতত্ত্ব, ক্লোনিং এবং আধুনিক চিকিৎসাবিজ্ঞানে এক নতুন দিগন্তের উন্মোচন হয়েছে।","ডিএনএ হলো জীবের বংশগতির আণবিক ব্লুপ্রিন্ট, যার দ্বিসূত্রক গঠন ১৯৫৩ সালে ওয়াটসন ও ক্রিক আবিষ্কার করেছিলেন।",synthetic
sum_bn_14,Bangla,Summarization,History,Easy,"নিচের অনুচ্ছেদটির সারসংক্ষেপ লিখুন:
রেনেসাঁ হলো মধ্যযুগের অবসান ঘটিয়ে ইউরোপে সংঘটিত একটি সাংস্কৃতিক, শিল্পকলা, সাহিত্য ও বিজ্ঞান চর্চার পুনর্জাগরণ কাল, যা চতুর্দশ থেকে সপ্তদশ শতাব্দী পর্যন্ত স্থায়ী ছিল। এই যুগে গ্রিক ও রোমান দর্শন এবং মানবতাবাদের নতুন মূল্যায়ন ঘটে। লিওনার্দো দা ভিঞ্চি ও গ্যালিলিওর মতো প্রতিভাধর ব্যক্তিদের হাত ধরে এই সময়েই আধুনিক বিজ্ঞানের ভিত্তি স্থাপিত হয়েছিল।",রেনেসাঁ হলো ১৪-১৭ শতকে ইউরোপে ক্লাসিক্যাল দর্শন ও মানবতাবাদের পুনর্জাগরণের মাধ্যমে আধুনিক সভ্যতার রূপান্তর পর্ব।,synthetic
sum_bn_15,Bangla,Summarization,Science,Easy,"নিচের অনুচ্ছেদটির সারসংক্ষেপ লিখুন:
পানি হলো একটি বর্ণহীন, গন্ধহীন ও স্বাদহীন রাসায়নিক পদার্থ যা পৃথিবীর হাইড্রোস্ফিয়ার এবং সমস্ত জীবদেহের প্রধান উপাদান। এর রাসায়নিক সংকেত H2O, যার অর্থ প্রতিটি পানির অণু দুটি হাইড্রোজেন এবং একটি অক্সিজেন পরমাণু দ্বারা গঠিত। পানি ছাড়া কোনো জীবের অস্তিত্ব কল্পনা করা যায় না, তাই একে জীবনের অপর নাম বলা হয়।",পানি (H2O) হলো একটি বর্ণহীন ও গন্ধহীন অপরিহার্য রাসায়নিক যৌগ যা পৃথিবীর সমস্ত প্রাণ টিকিয়ে রাখতে কাজ করে।,synthetic
sum_bn_16,Bangla,Summarization,Technology,Easy,"নিচের অনুচ্ছেদটির সারসংক্ষেপ লিখুন:
স্মার্ট গ্রিড হলো একটি আধুনিক বিদ্যুৎ বিতরণ নেটওয়ার্ক যা ডিজিটাল প্রযুক্তি ব্যবহার করে বিদ্যুৎ সরবরাহকারী এবং গ্রাহকদের মধ্যে দ্বিমুখী যোগাযোগ স্থাপন করে। এর মাধ্যমে বিদ্যুতের চাহিদা ও সরবরাহ রিয়েল-টাইমে পর্যবেক্ষণ করা যায় এবং অপচয় রোধ করা সম্ভব হয়। সৌরশক্তি ও বায়ু শক্তির মতো নবায়নযোগ্য জ্বালানিকে গ্রিডে যুক্ত করতে এটি অন্যতম প্রধান ভূমিকা রাখে।",স্মার্ট গ্রিড হলো ডিজিটাল প্রযুক্তিসমৃদ্ধ আধুনিক বিদ্যুৎ নেটওয়ার্ক যা বিদ্যুৎ বিতরণ ব্যবস্থাকে অপচয়হীন ও স্বয়ংক্রিয় করে তোলে।,synthetic
sum_bn_17,Bangla,Summarization,Economy,Easy,"নিচের অনুচ্ছেদটির সারসংক্ষেপ লিখুন:
সমষ্টিগত অর্থনীতি বা ম্যাক্রোইকোনমিক্স হলো অর্থনীতির এমন একটি গুরুত্বপূর্ণ শাখা যা সামগ্রিক দেশের অর্থনীতি বা বিশ্ব অর্থনীতি নিয়ে আলোচনা করে। এটি দেশের মোট উৎপাদন (জিডিপি), বেকারত্ব, মুদ্রাস্ফীতি, রাজস্ব নীতি এবং অর্থনৈতিক প্রবৃদ্ধি হারের মতো বৃহৎ সূচকগুলো বিশ্লেষণ করে। সরকারের দেশীয় অর্থনৈতিক পরিকল্পনা প্রণয়নে এই শাখাটি অত্যন্ত সহায়ক।","সমষ্টিগত অর্থনীতি জাতীয় ও বৈশ্বিক অর্থনীতির সামগ্রিক রূপরেখা, জিডিপি, বেকারত্ব এবং মুদ্রাস্ফীতির মতো সূচক নিয়ে আলোচনা করে।",synthetic
sum_bn_18,Bangla,Summarization,History,Medium,"নিচের অনুচ্ছেদটির সারসংক্ষেপ লিখুন:
১৯৩০-এর দশকের মহামন্দা বা গ্রেট ডিপ্রেশন ছিল আধুনিক ইতিহাসের সবচেয়ে ভয়াবহ এবং দীর্ঘস্থায়ী বৈশ্বিক অর্থনৈতিক মন্দা, যা আমেরিকা থেকে শুরু হয়ে সারা বিশ্বে ছড়িয়ে পড়েছিল। ১৯২৯ সালের শেয়ার বাজারের ধসের মাধ্যমে এর সূচনা হয় এবং এটি প্রায় এক দশক স্থায়ী হয়। এর ফলে কোটি কোটি মানুষ চাকরি হারায়, ব্যবসা বন্ধ হয়ে যায় এবং বিশ্ব বাণিজ্য সংকুচিত হয়।",১৯৩০ সালের মহামন্দা ছিল ইতিহাসের সবচেয়ে দীর্ঘ ও মারাত্মক বৈশ্বিক অর্থনৈতিক মন্দা যা বিশ্বজুড়ে চরম দারিদ্র্য ও বেকারত্ব সৃষ্টি করেছিল।,synthetic
sum_bn_19,Bangla,Summarization,Technology,Easy,"নিচের অনুচ্ছেদটির সারসংক্ষেপ লিখুন:
কোয়ান্টাম কম্পিউটিং হলো এমন এক অত্যাধুনিক কম্পিউটার প্রযুক্তি যা সাধারণ কম্পিউটারের মতো বাইনারি বিট (০ এবং ১) ব্যবহারের পরিবর্তে কোয়ান্টাম মেকানিক্সের সুপারপজিশন ও এনট্যাঙ্গেলমেন্টের নীতি মেনে 'কিউবিট' ব্যবহার করে কাজ করে। এর ফলে এই কম্পিউটারগুলো অত্যন্ত জটিল ও বিশাল গণনা নিমেষেই সম্পন্ন করতে পারে, যা সুপার কম্পিউটারের পক্ষেও অসম্ভব।",কোয়ান্টাম কম্পিউটিং কিউবিট এবং কোয়ান্টাম মেকানিক্সের নীতি ব্যবহার করে সাধারণ বা সুপার কম্পিউটারের চেয়ে বহুগুণ দ্রুত জটিল গণনা করতে পারে।,synthetic
sum_bn_20,Bangla,Summarization,Environment,Easy,"নিচের অনুচ্ছেদটির সারসংক্ষেপ লিখুন:
বাস্তুতন্ত্র বা ইকোসিস্টেম হলো পরিবেশের একটি নির্দিষ্ট অঞ্চলের জীব উপাদান (উদ্ভিদ, প্রাণী ও অণুজীব) এবং অজীব উপাদানের (মাটি, পানি, বাতাস ও আলো) পারস্পরিক মিথস্ক্রিয়া ও সম্পর্কের একটি সুশৃঙ্খল পদ্ধতি। এখানে প্রতিটি উপাদান চক্রাকারে একে অপরের ওপর নির্ভর করে বেঁচে থাকে। বাস্তুতন্ত্রের ভারসাম্য নষ্ট হলে পরিবেশের সামগ্রিক অস্তিত্ব হুমকির মুখে পড়ে।",বাস্তুতন্ত্র হলো কোনো নির্দিষ্ট পরিবেশের জীব ও অজীব উপাদানগুলোর পারস্পরিক নির্ভরশীলতা ও শক্তির আদান-প্রদানের সুশৃঙ্খল ব্যবস্থা।,synthetic
sum_bn_21,Bangla,Summarization,Biology,Easy,"নিচের অনুচ্ছেদটির সারসংক্ষেপ লিখুন:
মস্তিষ্ক হলো মানব স্নায়ুতন্ত্রের কেন্দ্রীয় নিয়ন্ত্রণ কেন্দ্র যা আমাদের চিন্তা, স্মৃতি, আবেগ এবং শরীরের সমস্ত নড়াচড়া ও কাজ নিয়ন্ত্রণ করে। এটি কোটি কোটি নিউরন বা স্নায়ুকোষের সমন্বয়ে গঠিত যা বৈদ্যুতিক ও রাসায়নিক সংকেতের মাধ্যমে শরীরের বিভিন্ন অংশের সাথে তথ্য আদান-প্রদান করে। মস্তিষ্কের সঠিক কার্যকারিতা ছাড়া মানুষের দৈনন্দিন কোনো কাজই করা সম্ভব নয়।",মস্তিষ্ক হলো মানবদেহের স্নায়ুতন্ত্রের মূল নিয়ন্ত্রণ কেন্দ্র যা কোটি কোটি নিউরনের মাধ্যমে শরীরের প্রতিটি কাজ ও চিন্তাশক্তি পরিচালনা করে।,synthetic
sum_bn_22,Bangla,Summarization,Technology,Easy,"নিচের অনুচ্ছেদটির সারসংক্ষেপ লিখুন:
ন্যানোটেকনোলজি হলো পদার্থকে পারমাণবিক, আণবিক বা অতি-ক্ষুদ্র স্কেলে (১ থেকে ১০০ ন্যানোমিটার) নিয়ন্ত্রণ ও ম্যানিপুলেট করার বিজ্ঞান ও প্রযুক্তি। এই ক্ষুদ্র স্কেলে পদার্থের স্বাভাবিক ভৌত ও রাসায়নিক গুণাগুণে ব্যাপক পরিবর্তন আসে, যা নতুন ও শক্তিশালী উপাদান তৈরিতে সাহায্য করে। এটি চিকিৎসা, ইলেকট্রনিক্স এবং শক্তি উৎপাদনে বৈপ্লবিক পরিবর্তন আনছে।",ন্যানোটেকনোলজি হলো অতি-ক্ষুদ্র বা পারমাণবিক স্কেলে পদার্থের নিয়ন্ত্রণ ও পরিবর্তনের মাধ্যমে উন্নত কার্যক্ষমতাসম্পন্ন উপাদান তৈরির প্রযুক্তি।,synthetic
sum_bn_23,Bangla,Summarization,History/Agriculture,Easy,"নিচের অনুচ্ছেদটির সারসংক্ষেপ লিখুন:
কৃষি কাজ হলো জমি চাষ করে ফসল উৎপাদন এবং গৃহপালিত পশুপাখি লালন-পালনের বিজ্ঞান ও শিল্প। মানব সভ্যতার ইতিহাসে যাযাবর জীবন থেকে স্থায়ী গ্রামীণ ও নগর সমাজ গড়ে ওঠার পেছনে কৃষির আবিষ্কারই ছিল প্রধান চালিকাশক্তি। হাজার বছর ধরে জলবায়ু ও সংস্কৃতির পরিবর্তনের সাথে সাথে কৃষির প্রযুক্তি ও উৎপাদন পদ্ধতিতে ব্যাপক আধুনিকায়ন ঘটেছে।",কৃষি হলো ফসল উৎপাদন ও পশুপালনের প্রক্রিয়া যা মানব সমাজকে যাযাবর জীবন থেকে স্থায়ী সভ্যতায় রূপান্তর করেছিল।,synthetic
sum_bn_24,Bangla,Summarization,Medicine,Easy,"নিচের অনুচ্ছেদটির সারসংক্ষেপ লিখুন:
টিকা বা ভ্যাকসিন হলো এক ধরণের বিশেষ জৈব প্রস্তুতি যা মানবদেহে কোনো নির্দিষ্ট সংক্রামক রোগের বিরুদ্ধে কৃত্রিম প্রতিরোধ ক্ষমতা গড়ে তোলে। এতে সাধারণত মৃত বা নিষ্ক্রিয় জীবাণু কিংবা তার কোনো অংশ ব্যবহার করা হয়, যা শরীরের রোগ প্রতিরোধ ব্যবস্থাকে উদ্দীপিত করে ভবিষ্যৎ আক্রমণের বিরুদ্ধে লড়াই করার পূর্ব-প্রস্তুতি নিতে সাহায্য করে।",ভ্যাকসিন হলো নিষ্ক্রিয় বা দুর্বল জীবাণু দিয়ে তৈরি প্রস্তুতি যা নির্দিষ্ট রোগের বিরুদ্ধে মানবদেহে স্থায়ী রোগ প্রতিরোধ ক্ষমতা বাড়ায়।,synthetic
sum_bn_25,Bangla,Summarization,Philosophy,Easy,"নিচের অনুচ্ছেদটির সারসংক্ষেপ লিখুন:
সক্রেটিস ছিলেন প্রাচীন গ্রিসের একজন বিশ্ববিখ্যাত দার্শনিক যাকে পশ্চিমা দর্শনের অন্যতম প্রধান ভিত্তিপ্রস্তর স্থাপনকারী হিসেবে বিবেচনা করা হয়। তিনি নিজে কোনো গ্রন্থ রচনা করে যাননি; মূলত তাঁর ছাত্র প্লেটোর সংলাপ ও অন্যান্য লেখনি থেকে তাঁর দার্শনিক চিন্তাধারা সম্পর্কে জানা যায়। তাঁর প্রশ্নোত্তরের মাধ্যমে সত্য অনুসন্ধানের পদ্ধতিটি আজ 'সক্রেটিক মেথড' নামে পরিচিত।","সক্রেটিস ছিলেন প্রাচীন গ্রিক দার্শনিক ও পশ্চিমা দর্শনের জনক, যাঁর প্রশ্নোত্তর ভিত্তিক সত্য অনুসন্ধানের পদ্ধতি বিশ্বনন্দিত।",synthetic
sum_bn_26,Bangla,Summarization,Astronomy,Medium,"নিচের অনুচ্ছেদটির সারসংক্ষেপ লিখুন:
ছায়াপথ বা গ্যালাক্সি হলো মহাকর্ষীয় বল দ্বারা একসাথে আবদ্ধ কোটি কোটি নক্ষত্র, ধূলিকণা, গ্যাস এবং ডার্ক ম্যাটারের এক বিশাল জগৎ। আমাদের পৃথিবী ও সৌরজগৎ যে গ্যালাক্সির অন্তর্গত তার নাম হলো আকাশগঙ্গা বা মিল্কিওয়ে। রাতের মেঘমুক্ত আকাশে একে আলোর একটি সাদা নদীর মতো দেখায় এবং এতে প্রায় ১০ হাজার কোটিরও বেশি নক্ষত্র রয়েছে বলে বিজ্ঞানীদের ধারণা।","মিল্কিওয়ে বা আকাশগঙ্গা হলো কোটি কোটি নক্ষত্র ও গ্যাসীয় উপাদান নিয়ে গঠিত সর্পিল গ্যালাক্সি, যার অংশ আমাদের সৌরজগৎ।",synthetic
sum_bn_27,Bangla,Summarization,Economy,Easy,"নিচের অনুচ্ছেদটির সারসংক্ষেপ লিখুন:
একটি দেশের কেন্দ্রীয় ব্যাংক হলো সেই দেশের সর্বোচ্চ আর্থিক প্রতিষ্ঠান যা দেশের মুদ্রা ব্যবস্থা, ব্যাংকিং খাত এবং মুদ্রানীতি নিয়ন্ত্রণ করে। এটি বাজারে টাকার সরবরাহ নিয়ন্ত্রণ করে, সুদের হার নির্ধারণ করে এবং বাণিজ্যিক ব্যাংকগুলোর নিয়ন্ত্রক হিসেবে কাজ করে। বাণিজ্যিক ব্যাংকের মতো এটি সাধারণ মানুষের সাথে লেনদেন করে না, বরং সরকারের ব্যাংক হিসেবে কাজ করে।","কেন্দ্রীয় ব্যাংক হলো একটি দেশের প্রধান আর্থিক প্রতিষ্ঠান যা দেশের সামগ্রিক মুদ্রানীতি, মুদ্রা সরবরাহ এবং ব্যাংকিং খাত নিয়ন্ত্রণ করে।",synthetic
sum_bn_28,Bangla,Summarization,Geography/Environment,Easy,"নিচের অনুচ্ছেদটির সারসংক্ষেপ লিখুন:
আমাজন রেইনফরেস্ট হলো দক্ষিণ আমেরিকার আমাজন অববাহিকায় অবস্থিত বিশ্বের বৃহত্তম ও সবচেয়ে বৈচিত্র্যময় ক্রান্তীয় চিরহরিৎ বন। প্রায় ৫৫ লক্ষ বর্গ কিলোমিটার জুড়ে বিস্তৃত এই বনকে পৃথিবীর ফুসফুস বলা হয়, কারণ এটি পৃথিবীর বায়ুমণ্ডলের একটি বিশাল পরিমাণ অক্সিজেন সরবরাহ করে। এই বনে লক্ষ লক্ষ প্রজাতির গাছপালা, কীটপতঙ্গ ও বিরল বন্যপ্রাণী বসবাস করে।","আমাজন রেইনফরেস্ট হলো দক্ষিণ আমেরিকায় অবস্থিত বিশ্বের বৃহত্তম চিরহরিৎ ক্রান্তীয় বন, যা প্রচুর অক্সিজেন উৎপন্ন করার কারণে পৃথিবীর ফুসফুস নামে পরিচিত।",synthetic
sum_bn_29,Bangla,Summarization,Biology,Easy,"নিচের অনুচ্ছেদটির সারসংক্ষেপ লিখুন:
বিপাক বা মেটাবলিজম হলো জীবদেহের অভ্যন্তরে ঘটে যাওয়া সমস্ত জীবনরক্ষাকারী রাসায়নিক বিক্রিয়ার সমষ্টি। এর প্রধান তিনটি কাজ হলো খাদ্য থেকে শক্তি উৎপাদন করা, খাদ্য উপাদানকে প্রোটিন ও লিপিডের মতো শরীরের গঠনগত উপাদানে রূপান্তর করা এবং ক্ষতিকর বিপাকীয় বর্জ্য শরীর থেকে নিষ্কাশন করা। এই প্রক্রিয়াটি জীবের বৃদ্ধি এবং বেঁচে থাকার জন্য অপরিহার্য।",বিপাক হলো জীবদেহের ভেতরের রাসায়নিক বিক্রিয়া যা খাদ্যকে শক্তিতে রূপান্তরিত করে এবং ক্ষতিকর বর্জ্য বের করে দেয়।,synthetic
sum_bn_30,Bangla,Summarization,Technology,Easy,"নিচের অনুচ্ছেদটির সারসংক্ষেপ লিখুন:
থ্রিডি প্রিন্টিং বা অ্যাডিটিভ ম্যানুফ্যাকচারিং হলো এমন একটি আধুনিক উৎপাদন প্রক্রিয়া যেখানে কম্পিউটার-নিয়ন্ত্রিত থ্রিডি মডেল বা ক্যাড ডিজাইন ব্যবহার করে ধাপে ধাপে উপাদানের আস্তরণ বা স্তর যুক্ত করে একটি ত্রিমাত্রিক বস্তু তৈরি করা হয়। এই প্রযুক্তির মাধ্যমে জটিল আকৃতির প্লাস্টিক, ধাতু বা সিরামিকের পণ্য নিখুঁতভাবে তৈরি করা সম্ভব হয়।",থ্রিডি প্রিন্টিং হলো কম্পিউটার নিয়ন্ত্রিত আধুনিক স্তরভিত্তিক ত্রিমাত্রিক বস্তু তৈরির একটি বিশেষ উৎপাদন প্রযুক্তি।,synthetic
sum_bn_31,Bangla,Summarization,History,Easy,"নিচের অনুচ্ছেদটির সারসংক্ষেপ লিখুন:
ভার্সাই চুক্তি ছিল প্রথম বিশ্বযুদ্ধের অবসান ঘটানো সবচেয়ে গুরুত্বপূর্ণ শান্তি চুক্তি, যা জার্মানি এবং মিত্রশক্তির মধ্যে সম্পাদিত হয়েছিল। প্রথম বিশ্বযুদ্ধের সূচনাকারী যুবরাজ ফ্রাঞ্জ ফার্দিনান্দের হত্যাকাণ্ডের ঠিক পাঁচ বছর পর ১৯১৯ সালের ২৮শে জুন ভার্সাই প্রাসাদে এই চুক্তি স্বাক্ষরিত হয়। এই চুক্তির অধীনে জার্মানির ওপর বিপুল জরিমানা ও আঞ্চলিক বিধি-নিষেধ আরোপ করা হয়েছিল।",১৯১৯ সালে স্বাক্ষরিত ঐতিহাসিক ভার্সাই চুক্তির মাধ্যমে জার্মানির ওপর কঠোর শর্ত আরোপ করে আনুষ্ঠানিকভাবে প্রথম বিশ্বযুদ্ধের অবসান ঘটানো হয়।,synthetic
sum_bn_32,Bangla,Summarization,Environment,Easy,"নিচের অনুচ্ছেদটির সারসংক্ষেপ লিখুন:
ভূ-তাপীয় শক্তি বা জিওথার্মাল এনার্জি হলো পৃথিবীর অভ্যন্তরে সঞ্চিত তাপ থেকে উৎপাদিত এক ধরণের পরিবেশবান্ধব ও নবায়নযোগ্য শক্তি। পৃথিবীর কেন্দ্রের তেজস্ক্রিয় উপাদানের ক্ষয় এবং গ্রহ সৃষ্টির সময়ের উত্তাপ থেকে এই শক্তির উৎপত্তি। এই তাপকে ব্যবহার করে বাষ্পের সাহায্যে টারবাইন ঘুরিয়ে বিদ্যুৎ উৎপাদন করা হয়, যা কয়লা বা তেলের বিকল্প হিসেবে কাজ করে।",ভূ-তাপীয় শক্তি হলো পৃথিবীর ভেতরের সঞ্চিত তাপকে কাজে লাগিয়ে পরিবেশবান্ধব পদ্ধতিতে বিদ্যুৎ ও তাপ উৎপাদনের নবায়নযোগ্য উৎস।,synthetic
sum_bn_33,Bangla,Summarization,Economy,Easy,"নিচের অনুচ্ছেদটির সারসংক্ষেপ লিখুন:
মুদ্রাস্ফীতি হলো এমন একটি অর্থনৈতিক পরিস্থিতি যখন বাজারে পণ্য ও সেবার মূল্য ক্রমাগত বৃদ্ধি পায় এবং ফলস্বরূপ অর্থের ক্রয়ক্ষমতা হ্রাস পায়। মুদ্রাস্ফীতির ফলে একই পরিমাণ অর্থ দিয়ে আগের চেয়ে কম পণ্য কেনা যায়, যা সাধারণ মানুষের জীবনযাত্রার ব্যয় বাড়িয়ে দেয়। কেন্দ্রীয় ব্যাংকগুলো সুদের হার পরিবর্তনের মাধ্যমে মুদ্রাস্ফীতি নিয়ন্ত্রণে রাখার চেষ্টা করে।",মুদ্রাস্ফীতি হলো বাজারে জিনিসপত্রের দাম বেড়ে যাওয়া এবং টাকার ক্রয়ক্ষমতা কমে যাওয়ার একটি সাধারণ অর্থনৈতিক প্রক্রিয়া।,synthetic
sum_bn_34,Bangla,Summarization,History,Medium,"নিচের অনুচ্ছেদটির সারসংক্ষেপ লিখুন:
ম্যাগনা কার্টা ছিল ১২১৫ সালের ১৫ই জুন ইংল্যান্ডের রাজা জন কর্তৃক স্বাক্ষরিত একটি ঐতিহাসিক অধিকার সনদ, যা Windsor-এর কাছে Runnymede নামক স্থানে অনুমোদিত হয়। এটি মূলত দেশের বিদ্রোহী ব্যারনদের শান্ত করতে এবং রাজার একচ্ছত্র ক্ষমতা সীমিত করতে প্রণয়ন করা হয়েছিল। এই সনদের মাধ্যমেই আইনের শাসন প্রতিষ্ঠা এবং মৌলিক নাগরিক অধিকার রক্ষার ভিত্তি স্থাপিত হয়েছিল।",১২১৫ সালে স্বাক্ষরিত ম্যাগনা কার্টা হলো একটি ঐতিহাসিক সনদ যা রাজার স্বৈরাচারী ক্ষমতা কমিয়ে আইনের শাসন ও নাগরিক অধিকারের ভিত্তি গড়েছিল।,synthetic
sum_bn_35,Bangla,Summarization,Biology,Easy,"নিচের অনুচ্ছেদটির সারসংক্ষেপ লিখুন:
চোখের রেটিনায় অবস্থিত বিশেষ সংবেদনশীল কোষগুলোকে ফটোরিসেপ্টর বলা হয়, যা দুই ধরণের: রড কোষ এবং কোন কোষ। রড কোষগুলো কম আলোতে দেখতে সাহায্য করে কিন্তু কোনো রঙ সনাক্ত করতে পারে না, তাই রাতে আমাদের দৃষ্টি সাদা-কালো হয়। অন্যদিকে কোন কোষগুলো উজ্জ্বল আলোতে কাজ করে এবং রঙের বৈচিত্র্য ও সূক্ষ্ম বিবরণ দেখতে সাহায্য করে।",চোখের ফটোরিসেপ্টর কোষগুলোর মধ্যে রড কোষ কম আলোতে দেখতে এবং কোন কোষ উজ্জ্বল আলোতে রঙ দেখতে সাহায্য করে।,synthetic
