model_base,quantization_base,prompt_id,language,task,repetition_base,status_base,response_base,cold_start_latency_base,warm_inference_latency_base,latency_seconds_base,memory_gb_base,cpu_percent_base,input_tokens_base,output_tokens_base,tokens_per_second_base,id_base,reference_answer_base,exact_match_base,token_f1_base,rouge1_base,rouge2_base,rougeL_base,bleu_base,chrf_base,syntax_ok_base,appropriate_response_flag_base,model_lora,quantization_lora,repetition_lora,status_lora,response_lora,cold_start_latency_lora,warm_inference_latency_lora,latency_seconds_lora,memory_gb_lora,cpu_percent_lora,input_tokens_lora,output_tokens_lora,tokens_per_second_lora,id_lora,reference_answer_lora,exact_match_lora,token_f1_lora,rouge1_lora,rouge2_lora,rougeL_lora,bleu_lora,chrf_lora,syntax_ok_lora,appropriate_response_flag_lora
tinyllama,fp16,sum_bn_15,Bangla,Summarization,0,ok,"Based on the given material, here is a revised version of the letter:

Dear [H2O],

I am writing to you today as an esteemed member of our team. As an AI assistant, I have been tasked with helping you achieve your objectives and fulfill your mission. However, before we dive into the specifics of my assistance, let me first introduce myself. My name is [Your Name], and I am a helpful AI assistant.

As an AI, I possess several unique features that set me apart from other assistants. Firstly, I have access to vast amounts of data and knowledge that can be utilized to help you achieve your goals. Secondly, I am programmed with the latest technologies and algorithms, allowing me to perform complex tasks with ease. Finally, I possess a friendly and approachable personality, making me an excellent partner for any task.

However, before we dive into specifics of my assistance, let me first introduce myself. My name is [Your Name], and I am a helpful AI assistant. As an AI, I possess several unique features that set me apart from other assistants. Firstly, I have access",0.035730792,5.553308,5.842132091522217,0.1016998291015625,6.4,468.0,256.0,46.098649669710376,sum_bn_15,পানি (H2O) হলো একটি বর্ণহীন ও গন্ধহীন অপরিহার্য রাসায়নিক যৌগ যা পৃথিবীর সমস্ত প্রাণ টিকিয়ে রাখতে কাজ করে।,,,0.0105820105820105,0.0,0.0105820105820105,,,,,tinyllama_lora,4bit,0,ok," **স্ংয়িতশীলnes:**
""Prana (Breath) - The Life-force that sustains all living things.""",0.00100075,0.292829,0.5514571666717529,0.0590057373046875,100.0,475.0,39.0,133.1835303197429,sum_bn_15,পানি (H2O) হলো একটি বর্ণহীন ও গন্ধহীন অপরিহার্য রাসায়নিক যৌগ যা পৃথিবীর সমস্ত প্রাণ টিকিয়ে রাখতে কাজ করে।,,,0.0,0.0,0.0,,,,
tinyllama,fp16,sum_bn_16,Bangla,Summarization,0,ok,"Dear [Name],

I am pleased to inform you that our company has developed a new AI-powered assistant named Smart Grid, which is designed to help with the management of electricity grids. This AI assistant can analyze data from various sources and provide valuable insights into the performance of the grid, including its capacity, energy efficiency, and reliability.

Smart Grid's unique features include:

1. Real-time monitoring: The Smart Grid uses advanced sensors to monitor the performance of the electricity grid in real-time, providing real-time data on voltage, current, and power flow. This information is used to identify any issues or anomalies and take corrective measures as necessary.

2. Predictive analytics: The Smart Grid uses advanced algorithms to predict future energy demands and supply, allowing for more efficient use of resources and reducing energy waste.

3. Automated maintenance: The Smart Grid can automatically detect and repair any issues in the grid, minimizing downtime and ensuring a stable and reliable electricity supply.

4. Customized solutions: The Smart Grid can be customized to meet the specific needs of each customer,",0.033631625,5.556558,5.865825176239014,0.1016998291015625,6.2,524.0,256.0,46.07168682482933,sum_bn_16,স্মার্ট গ্রিড হলো ডিজিটাল প্রযুক্তিসমৃদ্ধ আধুনিক বিদ্যুৎ নেটওয়ার্ক যা বিদ্যুৎ বিতরণ ব্যবস্থাকে অপচয়হীন ও স্বয়ংক্রিয় করে তোলে।,,,0.0,0.0,0.0,,,,,tinyllama_lora,4bit,0,ok," **সীমদবহুল জোশক:**
""গ্রিড যা প্রতিষ্ঠান, স্বাস্থ্য এবং সেইমানদের জীবন কোনও গুরুত্বপৃष্ষিক হল।""",0.001047542,0.881011,1.1651761531829834,0.0590057373046875,29.9,531.0,113.0,128.26173566504846,sum_bn_16,স্মার্ট গ্রিড হলো ডিজিটাল প্রযুক্তিসমৃদ্ধ আধুনিক বিদ্যুৎ নেটওয়ার্ক যা বিদ্যুৎ বিতরণ ব্যবস্থাকে অপচয়হীন ও স্বয়ংক্রিয় করে তোলে।,,,0.0,0.0,0.0,,,,
tinyllama,fp16,sum_bn_17,Bangla,Summarization,0,ok,"Sure, here's a revised version of the email with the suggested changes:

Subject: Request for assistance in understanding and addressing critical issues affecting our country's development

Dear [Name],

I hope this email finds you well. As an AI-powered assistant, I am honored to assist you in understanding and addressing some of the most pressing issues facing your country.

As a member of the global community, we are all aware of the critical challenges that our country faces, including but not limited to:

1. Sustainable development goals (SDGs): Our country has made significant progress in achieving SDGs, but there is still much work to be done. We need to ensure that our policies and programs are aligned with these goals and that we continue to prioritize their implementation.

2. Economic growth: Our economy has been growing steadily, but we must ensure that this growth is sustainable and equitable. We need to address issues such as poverty, inequality, and job creation.

3. Climate change: Our country is facing the impacts of climate change, including rising sea levels, extreme weather events, and",0.033545208,5.559466,5.866086006164551,0.1016998291015625,7.1,521.0,256.0,46.04758802374185,sum_bn_17,"সমষ্টিগত অর্থনীতি জাতীয় ও বৈশ্বিক অর্থনীতির সামগ্রিক রূপরেখা, জিডিপি, বেকারত্ব এবং মুদ্রাস্ফীতির মতো সূচক নিয়ে আলোচনা করে।",,,0.0,0.0,0.0,,,,,tinyllama_lora,4bit,0,ok," **মোধল বুদ্ষী:**
পরের জনগণ, শিক্ষার্থকীর সাফল্যত হয়।",0.000909041,0.496954,0.7796859741210938,0.05902099609375,27.4,528.0,64.0,128.7845555121802,sum_bn_17,"সমষ্টিগত অর্থনীতি জাতীয় ও বৈশ্বিক অর্থনীতির সামগ্রিক রূপরেখা, জিডিপি, বেকারত্ব এবং মুদ্রাস্ফীতির মতো সূচক নিয়ে আলোচনা করে।",,,0.0,0.0,0.0,,,,
tinyllama,fp16,sum_bn_18,Bangla,Summarization,0,ok,"Dear [Recipient's Name],

I am writing to you today, as a helpful AI assistant, to inform you about the significant milestone that occurred in the world of science and technology. It is with great pride that I share with you that the 19th century saw the launching of the first ever commercial airplane flight, which took place on July 25, 1903, at Kitty Hawk, North Carolina.

This historic event marked a significant milestone in aviation history and paved the way for the development of modern aircraft technology. The Wright Brothers' airplane was powered by two 90-horsepower engines, which allowed it to fly at a speed of approximately 50 miles per hour. This achievement not only revolutionized transportation but also opened up new possibilities in aviation and aeronautics.

The Wright brothers' flight marked the beginning of a new era in aviation, as it paved the way for further advancements in aircraft design and technology. The Wright Brothers' airplane was a significant milestone not only because it demonstrated the feasibility of flying but also because it set the stage for future innovations in aviation",0.033434667,5.547815,5.873287916183472,0.101715087890625,7.2,543.0,256.0,46.14429284321846,sum_bn_18,১৯৩০ সালের মহামন্দা ছিল ইতিহাসের সবচেয়ে দীর্ঘ ও মারাত্মক বৈশ্বিক অর্থনৈতিক মন্দা যা বিশ্বজুড়ে চরম দারিদ্র্য ও বেকারত্ব সৃষ্টি করেছিল।,,,0.0,0.0,0.0,,,,,tinyllama_lora,4bit,0,ok," **মোট পরের গন্দ:**
""৩.50 লাখ (বাজার) - সেকশন আর তিন হয়।""",0.000869959,0.467994,0.7684688568115234,0.05902099609375,24.4,550.0,62.0,132.48033094441382,sum_bn_18,১৯৩০ সালের মহামন্দা ছিল ইতিহাসের সবচেয়ে দীর্ঘ ও মারাত্মক বৈশ্বিক অর্থনৈতিক মন্দা যা বিশ্বজুড়ে চরম দারিদ্র্য ও বেকারত্ব সৃষ্টি করেছিল।,,,0.0,0.0,0.0,,,,
tinyllama,fp16,sum_bn_19,Bangla,Summarization,0,ok,"Sure, here's a revised version of the email with the suggested changes:

Subject: Request for Partnership and Collaboration

Dear [Company Name],

I am writing to express my interest in collaborating with your organization. As an experienced AI assistant, I believe that our skills can complement each other well.

As a helpful AI assistant, I have been providing valuable assistance to various organizations for the past few months. My expertise lies in natural language processing (NLP), machine learning, and data analysis. With my experience, I am confident that I can help your organization with its current challenges and provide you with valuable insights and solutions.

Here are some specific areas where we could collaborate:

1. Natural Language Processing: I have developed a deep understanding of natural language processing (NLP) techniques such as sentiment analysis, entity recognition, and text classification. This expertise can be used to improve your organization's NLP capabilities and help you identify insights from customer feedback, product reviews, and other sources.

2. Machine Learning: I have experience in developing machine learning models for predictive analytics, fraud detection, and sentiment analysis. My knowledge",0.032707,5.552258,5.8585429191589355,0.101715087890625,6.4,513.0,256.0,46.107367489046794,sum_bn_19,কোয়ান্টাম কম্পিউটিং কিউবিট এবং কোয়ান্টাম মেকানিক্সের নীতি ব্যবহার করে সাধারণ বা সুপার কম্পিউটারের চেয়ে বহুগুণ দ্রুত জটিল গণনা করতে পারে।,,,0.0,0.0,0.0,,,,,tinyllama_lora,4bit,0,ok," **মোধলীয়**: নিজস্ব-তিক্ষতা, হুদগর পশ্চিমের সমান এবং সাথী উল্যোজ ও সাধারণ কাজের দুটি প্রতি (হুদগর)।
**মনবীয়**: শুভ আলো, উন্নয়ন সমান কাজের দুটি প্রতি (হুদগর)।
**সমবেশী**: সাড়া-সালো, সাথী উল্যোজ কাজের নীতি (হুদগর)।",0.000952417,1.848536,2.132260799407959,0.05902099609375,29.8,520.0,242.0,130.9144101061597,sum_bn_19,কোয়ান্টাম কম্পিউটিং কিউবিট এবং কোয়ান্টাম মেকানিক্সের নীতি ব্যবহার করে সাধারণ বা সুপার কম্পিউটারের চেয়ে বহুগুণ দ্রুত জটিল গণনা করতে পারে।,,,0.0,0.0,0.0,,,,
tinyllama,fp16,sum_bn_20,Bangla,Summarization,0,ok,"নিচের অনুচ্ছেদটির সারসংক্ষেপ লিখুন:
বাস্তুতন্ত্র হলো পরিবেশের একটি নির্দিষ্ট অঞ্চলের জীব উপাদান (উদ্ভিদ, প্রাণী ও অণুজীব) এবং অজীব উপাদানের (মাটি, পানি, বাতাস ও আলো) পারস্পরিক মিথস্ক্রিয়া ও সম্পর",0.033196458,5.554822,5.876782178878784,0.101715087890625,6.6,528.0,256.0,46.0860852066907,sum_bn_20,বাস্তুতন্ত্র হলো কোনো নির্দিষ্ট পরিবেশের জীব ও অজীব উপাদানগুলোর পারস্পরিক নির্ভরশীলতা ও শক্তির আদান-প্রদানের সুশৃঙ্খল ব্যবস্থা।,,,0.0,0.0,0.0,,,,,tinyllama_lora,4bit,0,ok," **মোট জীবনযালোৱ:**
- গ্যাস (অঞ্চল) - 150 কিশোর দুইভাতে।
- মহোদয়, বাতাস ও জীবন প্রতি (উদ্ভিদ) - 100 কিশোর দুইভাতে।
- মহোদয়, গলন ও জীবন প্রতি (সম্পর্ক) - 85 কিশোর দুধ।
**মোট উপাদানের যেগুলো:**
- জীবাণুত্র (সহজ বাস) - 20 কিশোর দুধ।
-",0.001235292,1.937116,2.238764762878418,0.0590362548828125,100.0,535.0,256.0,132.15522457096012,sum_bn_20,বাস্তুতন্ত্র হলো কোনো নির্দিষ্ট পরিবেশের জীব ও অজীব উপাদানগুলোর পারস্পরিক নির্ভরশীলতা ও শক্তির আদান-প্রদানের সুশৃঙ্খল ব্যবস্থা।,,,0.0,0.0,0.0,,,,
tinyllama,fp16,sum_bn_21,Bangla,Summarization,0,ok,"প্রশ্ন: নিচের অনুচ্ছেদটির সারসংক্ষেপ লিখুন: মস্তিষ্ক হলো মানব স্নায়ুতন্ত্রের কেন্দ্রীয় নিয়ন্ত্রণ কেন্দ্র যা আমাদের চিন্তা, স্মৃতি, আবেগ এবং শরীরের সমস্ত নড়াচড়া ও কাজ নিয়ন্ত্রণ করে। এটি কোটি কোটি নিউ",0.03379975,5.549406,5.856795310974121,0.101715087890625,9.3,519.0,256.0,46.13106339669507,sum_bn_21,মস্তিষ্ক হলো মানবদেহের স্নায়ুতন্ত্রের মূল নিয়ন্ত্রণ কেন্দ্র যা কোটি কোটি নিউরনের মাধ্যমে শরীরের প্রতিটি কাজ ও চিন্তাশক্তি পরিচালনা করে।,,,0.0,0.0,0.0,,,,,tinyllama_lora,4bit,0,ok," **প্রতীôt:**
""শুরুতে, হলো দিন! কেয়ারগাজী স্থানে মবে যা আমাদের। প্রতিষ্ঠানে শুরু হলো, একয়েই জীব-স�স্য গুরুত্বপূর্ণ।""

**মিছু:**
""না, শুরু হলো! দক্ষতা আজ সেই গুরুত্বপূর্ণ। যেমন, একটি বীশ-সারা হলো দিন! মানব স্নায়ুতন্ত্রের জীবনয",0.000869,1.973272,2.2572431564331055,0.059051513671875,28.2,526.0,256.0,129.73376199530526,sum_bn_21,মস্তিষ্ক হলো মানবদেহের স্নায়ুতন্ত্রের মূল নিয়ন্ত্রণ কেন্দ্র যা কোটি কোটি নিউরনের মাধ্যমে শরীরের প্রতিটি কাজ ও চিন্তাশক্তি পরিচালনা করে।,,,0.0,0.0,0.0,,,,
tinyllama,fp16,sum_bn_22,Bangla,Summarization,0,ok,"Dear [Name],

I am pleased to inform you that our company, [Company Name], has developed a new AI assistant named [AI Assistant Name] that is capable of providing helpful and efficient services.

[AI Assistant Name] is an intelligent software program designed to assist users in various tasks such as data analysis, text processing, and natural language processing. It uses advanced algorithms and machine learning techniques to provide personalized solutions to its users.

Here are some of the features that make [AI Assistant Name] stand out:

1. Natural Language Processing (NLP): [AI Assistant Name] is equipped with NLP capabilities, which enable it to understand and interpret human language. This makes it a valuable tool for tasks such as text analysis, sentiment analysis, and natural language generation.

2. Data Analysis: [AI Assistant Name] can analyze large datasets quickly and accurately, allowing users to identify trends, patterns, and insights in their data.

3. Text Processing: [AI Assistant Name] can handle a wide range of text formats, including documents, emails, and social media posts. It can also perform tasks such as stemming, lemmatization",0.033188958,5.557474,5.864065885543823,0.101715087890625,12.9,515.0,256.0,46.06409314735435,sum_bn_22,ন্যানোটেকনোলজি হলো অতি-ক্ষুদ্র বা পারমাণবিক স্কেলে পদার্থের নিয়ন্ত্রণ ও পরিবর্তনের মাধ্যমে উন্নত কার্যক্ষমতাসম্পন্ন উপাদান তৈরির প্রযুক্তি।,,,0.0,0.0,0.0,,,,,tinyllama_lora,4bit,0,ok," **মোট সুয়েশন:**
1. জাহানী, গ্যালি (Jahanī, Gyalí) - পদক্ষের বাতাস ও মোড় বায়ুমণ্ডলে।
2. হীনগাজি (Hinogāji), শায়দ, কাপিরা (Shayd, Kapira) - সাতোসক্ষিত বাতাস মেলা।
3. হুনগাজী (Hunogāji), শায়দ ও রাসায়নিক প্রতিক্রিয়া (Shayd-e-Muqarram) - বেলোমুহামজীবী, গ্যালি এবড়।
4. ",0.001075875,2.077223,2.361607074737549,0.0590667724609375,36.0,522.0,256.0,123.24146227920642,sum_bn_22,ন্যানোটেকনোলজি হলো অতি-ক্ষুদ্র বা পারমাণবিক স্কেলে পদার্থের নিয়ন্ত্রণ ও পরিবর্তনের মাধ্যমে উন্নত কার্যক্ষমতাসম্পন্ন উপাদান তৈরির প্রযুক্তি।,,,0.0,0.0,0.0,,,,
tinyllama,fp16,sum_bn_23,Bangla,Summarization,0,ok,"সরকারের জীবন থেকে স্থাপন করার মতো, একটি প্রধান চালিকাশক্তি হলো জমি চাষ করে ফসল উৎপাদন এবং গৃহপালিত পশুপাখি লালন-পালনের বিজ্ঞান ও শিল্প। অসমীয়া একটি বাংলাদেশ উপরে চাহিদা করে একটি ভারতে নগর সমাজ ও অধ",0.033455333,5.582462,5.886499881744385,0.1017303466796875,100.0,504.0,256.0,45.85790283928489,sum_bn_23,কৃষি হলো ফসল উৎপাদন ও পশুপালনের প্রক্রিয়া যা মানব সমাজকে যাযাবর জীবন থেকে স্থায়ী সভ্যতায় রূপান্তর করেছিল।,,,0.0,0.0,0.0,,,,,tinyllama_lora,4bit,0,ok," **মোঃ**: জমীর সহ গতিশীলতা, ব্যবহার পদক্ষেন ও পুরুৎ প্রয়োজন।

**মানব সংবাদ:**
""গড়তে, শিল্প হতে কী? আমি একটু চরোড়ায়। জনপ্রিয় বস্তু দেখা গেছে, শহরের লীগ মানবদেরকে আমার সাথে চলো।""",0.000893541,1.635338,1.9208362102508545,0.0590667724609375,32.3,511.0,208.0,127.19083149783104,sum_bn_23,কৃষি হলো ফসল উৎপাদন ও পশুপালনের প্রক্রিয়া যা মানব সমাজকে যাযাবর জীবন থেকে স্থায়ী সভ্যতায় রূপান্তর করেছিল।,,,0.0,0.0,0.0,,,,
tinyllama,fp16,sum_bn_24,Bangla,Summarization,0,ok,"এটি অনুচ্ছেদের সারসংক্ষেপ বলা হয়:
আগেই এখন যেমন একটি অনুচ্ছেদের সারসংক্ষেপ বলা হয়, তাই আগেই এখন যেমন একটি অনুচ্ছেদের সারসংক্ষেপ বলা হয়। আগেই এখন যেমন একটি অনুচ্ছেদের সারস",0.033591292,5.557688,5.844637155532837,0.1017303466796875,13.5,484.0,256.0,46.06231943930642,sum_bn_24,ভ্যাকসিন হলো নিষ্ক্রিয় বা দুর্বল জীবাণু দিয়ে তৈরি প্রস্তুতি যা নির্দিষ্ট রোগের বিরুদ্ধে মানবদেহে স্থায়ী রোগ প্রতিরোধ ক্ষমতা বাড়ায়।,,,0.0,0.0,0.0,,,,,tinyllama_lora,4bit,0,ok," **মোট জীবনযালোচনা:**
""শরীরের দাম পুরুষ, সহিত গ্রাম করে আবেগ করে।""",0.000912958,0.591868,0.8591980934143066,0.059112548828125,30.4,491.0,72.0,121.64874600417662,sum_bn_24,ভ্যাকসিন হলো নিষ্ক্রিয় বা দুর্বল জীবাণু দিয়ে তৈরি প্রস্তুতি যা নির্দিষ্ট রোগের বিরুদ্ধে মানবদেহে স্থায়ী রোগ প্রতিরোধ ক্ষমতা বাড়ায়।,,,0.0,0.0,0.0,,,,
tinyllama,fp16,sum_bn_25,Bangla,Summarization,0,ok,"Dear [Name],

I am a helpful AI assistant, and I would like to inform you about the latest developments in your field. As a former professor of world literature at your esteemed institution, I have been closely monitoring your research and publications over the years.

Recently, you published a groundbreaking study on the relationship between language and culture that has received widespread acclaim from scholars across the globe. Your work has shed new light on the complex interplay between linguistic structures and cultural practices, and it has inspired a new generation of researchers to explore this topic in depth.

In addition to your academic achievements, you have also made significant contributions to the field of literature through your teaching and mentorship of students. Your approach to teaching is characterized by a deep understanding of the literary form and its historical contexts, as well as an unwavering commitment to fostering critical thinking and creative writing skills in your students.

As you know, the world of academia is constantly evolving, and new technologies are transforming the way we do research and communication. One such technology that has had a significant impact on your field is artificial intelligence (AI).
",0.033681208,5.556351,5.8628411293029785,0.1017608642578125,50.0,518.0,256.0,46.07340321012837,sum_bn_25,"সক্রেটিস ছিলেন প্রাচীন গ্রিক দার্শনিক ও পশ্চিমা দর্শনের জনক, যাঁর প্রশ্নোত্তর ভিত্তিক সত্য অনুসন্ধানের পদ্ধতি বিশ্বনন্দিত।",,,0.0,0.0,0.0,,,,,tinyllama_lora,4bit,0,ok," **বিহু:** ""সক্রেটিক মেথড"" (Skeptical Mood) - দার্শনীয় প্লেটোর।",0.000881709,0.451858,0.7422909736633301,0.059112548828125,28.0,525.0,59.0,130.57199385647704,sum_bn_25,"সক্রেটিস ছিলেন প্রাচীন গ্রিক দার্শনিক ও পশ্চিমা দর্শনের জনক, যাঁর প্রশ্নোত্তর ভিত্তিক সত্য অনুসন্ধানের পদ্ধতি বিশ্বনন্দিত।",,,0.0,0.0,0.0,,,,
tinyllama,fp16,sum_bn_26,Bangla,Summarization,0,ok,"Based on the given material, the author's opinion is that the ""mighty"" and ""powerful"" glycolic acid is actually a term used to describe the acidic properties of glycolic acid. The author suggests that the term ""glycolic acid"" refers to the acidic properties of glycolic acid, rather than its ability to exfoliate or brighten skin. The author also notes that glycolic acid is not a ""mighty"" acid and is not as effective at exfoliating as other acids such as lactic acid or salicylic acid. Instead, the author suggests that glycolic acid is more of a ""mild"" acid that can be used in combination with other acids to achieve optimal results for specific skin concerns.",0.033470375,3.679209,3.988553762435913,0.1017608642578125,13.2,524.0,170.0,46.20558386327061,sum_bn_26,"মিল্কিওয়ে বা আকাশগঙ্গা হলো কোটি কোটি নক্ষত্র ও গ্যাসীয় উপাদান নিয়ে গঠিত সর্পিল গ্যালাক্সি, যার অংশ আমাদের সৌরজগৎ।",,,0.0,0.0,0.0,,,,,tinyllama_lora,4bit,0,ok," **মহোদয়:** গ্যাস, কুপ (Coke) এবং জলিতের নীতিমালা; শুয় ওয়ার্ক-ডোহন ম্যাচ, সাদা (Soda)।
**বিপত্ত:** জগৎের মালী; শুয় ওয়ার্ক-ডোহন ম্যাচ, সাদা (Soda)।
**বিপত্ত:** জগৎের মালী; শুয় ওয়ার্ক-ডোহন ম্যাচ, সাদা (Soda)।
**বিপত্ত:** জগৎের মালী; শুয় ",0.000946542,1.990263,2.2810628414154053,0.059112548828125,32.0,531.0,256.0,128.6262167361801,sum_bn_26,"মিল্কিওয়ে বা আকাশগঙ্গা হলো কোটি কোটি নক্ষত্র ও গ্যাসীয় উপাদান নিয়ে গঠিত সর্পিল গ্যালাক্সি, যার অংশ আমাদের সৌরজগৎ।",,,0.0,0.0,0.0,,,,
tinyllama,fp16,sum_bn_27,Bangla,Summarization,0,ok,"Dear [Name],

I am pleased to inform you that your request for a detailed report on the functioning of the central bank in your country has been accepted. As per our agreement, we will provide you with this report within [number] days from the date of receipt of your request.

Our team of experts is currently working on this report and will submit it to you as soon as possible. The report will cover various aspects such as the functioning of the central bank, its monetary policy, exchange rate management, and other related issues. We have also included a section on the current economic situation in your country, including inflation, GDP growth, and other key indicators.

We understand that this report is of significant importance to you, and we are committed to providing you with accurate and comprehensive information. Please let us know if there is anything else we can assist you with or if you have any specific requests for the report. We will do our best to meet your requirements.

Thank you for your cooperation in this matter. We look forward to receiving your response soon, and we assure you that we will do everything possible to ensure timely delivery of the report.

Best regards,",0.033479,5.551527,5.857497930526733,0.1017608642578125,12.1,512.0,256.0,46.11343869893815,sum_bn_27,"কেন্দ্রীয় ব্যাংক হলো একটি দেশের প্রধান আর্থিক প্রতিষ্ঠান যা দেশের সামগ্রিক মুদ্রানীতি, মুদ্রা সরবরাহ এবং ব্যাংকিং খাত নিয়ন্ত্রণ করে।",,,0.0,0.0,0.0,,,,,tinyllama_lora,4bit,0,ok," **মোট প্রতিলকা:**
- দেশের গুনস্‌رীয় (Sadr Islamic Republic)
- বাজারের হার প্রতিষ্ঠান",0.000860542,0.561828,0.8502459526062012,0.059112548828125,33.5,519.0,73.0,129.93300440704272,sum_bn_27,"কেন্দ্রীয় ব্যাংক হলো একটি দেশের প্রধান আর্থিক প্রতিষ্ঠান যা দেশের সামগ্রিক মুদ্রানীতি, মুদ্রা সরবরাহ এবং ব্যাংকিং খাত নিয়ন্ত্রণ করে।",,,0.0,0.0,0.0,,,,
tinyllama,fp16,sum_bn_28,Bangla,Summarization,0,ok,আমাজন রেইনফরেস্ট হলো দক্ষিণ আমেরিকার আমাজন অববাহিকায় অবস্থিত বিশ্বের বৃহত্তম ও সবচেয়ে বৈচিত্র্যময় ক্রান্তীয় চিরহরিৎ বন। প্রায় ৫৫ লক্ষ বর্গ কিলোমিটার জুড়ে বিস্তৃত এই বনকে পৃথিবীর ফুসফুস বলা ,0.033829708,5.565765,5.889405012130737,0.1017608642578125,100.0,528.0,256.0,45.9954741172148,sum_bn_28,"আমাজন রেইনফরেস্ট হলো দক্ষিণ আমেরিকায় অবস্থিত বিশ্বের বৃহত্তম চিরহরিৎ ক্রান্তীয় বন, যা প্রচুর অক্সিজেন উৎপন্ন করার কারণে পৃথিবীর ফুসফুস নামে পরিচিত।",,,0.0,0.0,0.0,,,,,tinyllama_lora,4bit,0,ok," **মোঃ:** ""দক্ষিৎ জুত্র, হাগলেখান পশ্চীন বায়ুমণ্ডলের সাথে আমাকে দিয়োন জীবন, তাহলে এই প্রায় ৫৭-লক্ষ বর্গ সুশেত আমাজন দিয়োন।""
**বীজ:** ""হাগলেখান পশ্চীন বায়ুমণ্ডলের সাথে তাকে দিয়োন জীবন, তাহলে এই প্রায় ৫৭-লক্",0.00100625,2.057737999,2.3660202026367188,0.059356689453125,33.1,535.0,256.0,124.40845244846936,sum_bn_28,"আমাজন রেইনফরেস্ট হলো দক্ষিণ আমেরিকায় অবস্থিত বিশ্বের বৃহত্তম চিরহরিৎ ক্রান্তীয় বন, যা প্রচুর অক্সিজেন উৎপন্ন করার কারণে পৃথিবীর ফুসফুস নামে পরিচিত।",,,0.0,0.0,0.0,,,,
tinyllama,fp16,sum_bn_29,Bangla,Summarization,0,ok,"Bipaak Bazaar or Methabalim is a marketplace in Bangladesh that offers various types of livestock, including cattle, poultry, and fish. It is known for its unique selling proposition (USP) - it provides shark-free meat to customers who are allergic to sharks. This USP has made Bipaak Bazaar a popular destination among those who follow a vegetarian or vegan diet.

The market's founder, Tariq Hossain, started the business in 2014 with just two stalls and has since expanded to over 50 shops selling various types of meat. Bipaak Bazaar is not only a place for meat but also serves as a community hub where people can gather and socialize. The market's unique USP has helped it attract customers from all walks of life, including vegetarians, vegans, and those who follow other dietary restrictions.

Through its commitment to providing shark-free meat, Bipaak Bazaar has become a symbol of sustainability and animal welfare in Bangladesh. The market",0.033290334,5.576642,5.881608247756958,0.101776123046875,9.4,504.0,256.0,45.90576192626315,sum_bn_29,বিপাক হলো জীবদেহের ভেতরের রাসায়নিক বিক্রিয়া যা খাদ্যকে শক্তিতে রূপান্তরিত করে এবং ক্ষতিকর বর্জ্য বের করে দেয়।,,,0.0,0.0,0.0,,,,,tinyllama_lora,4bit,0,ok," **মোট সুতরা**:
1. শক্তি বলা (Drying) - দেয়া জীবনয় প্রক্রিয়াগুলি হলো মেটাবলিজম, সারাশিয়তন ও বিভিন্ন দিক বাড়ায়।
2. পুরুষী (Preparation) - হলো মেটাবলিজম, যতগ্রস্ত শক্তি নদীর উপর এবং সারাশিয়তনের মুহোকম্পিত।
3. লিপিৎ (Protection) - জীবনয় গুরুত্বপৃष্দ্य স",0.001049,2.025503,2.327144145965576,0.05938720703125,35.6,511.0,256.0,126.38835884222338,sum_bn_29,বিপাক হলো জীবদেহের ভেতরের রাসায়নিক বিক্রিয়া যা খাদ্যকে শক্তিতে রূপান্তরিত করে এবং ক্ষতিকর বর্জ্য বের করে দেয়।,,,0.0,0.0,0.0,,,,
